p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene_symbol	sample_id	avg_norm_exp
MMY21940.PRKCSH	1.2410823637004e-12	0.366299237123644	0.293	0.194	4.1623420313784e-08	PRKCSH	MMY21940	0.404861693210394
MMY21940.YTHDC1	1.36636979753996e-12	-0.310736733557373	0.162	0.27	4.58253102698952e-08	YTHDC1	MMY21940	0.210393964794635
MMY21940.SELPLG	1.41316604785809e-12	-0.465527225358101	0.119	0.215	4.73947629130647e-08	SELPLG	MMY21940	0.14501257334451
MMY21940.ZRSR2	1.41727485878824e-12	-0.317053483407863	0.049	0.124	4.75325642140399e-08	ZRSR2	MMY21940	0.0528080469404862
MMY21940.STXBP2	1.53000733897837e-12	-2.96820918518194	0.063	0.14	5.13133861346565e-08	STXBP2	MMY21940	0.066219614417435
MMY21940.IPO7	1.53873316891213e-12	0.258727754299169	0.21	0.122	5.1606033018975e-08	IPO7	MMY21940	0.26487845766974
MMY21940.TTN	1.64843151504443e-12	-1.73504390901828	0.035	0.103	5.52850961515599e-08	TTN	MMY21940	0.0435875943000838
MMY21940.G3BP1	1.65590181036667e-12	-0.397310810173222	0.162	0.264	5.55356349160774e-08	G3BP1	MMY21940	0.197820620284996
MMY21940.ARL6IP1	1.72900618746674e-12	-1.81944245231194	0.17	0.277	5.79874095152596e-08	ARL6IP1	MMY21940	0.2162615255658
MMY21940.CASP1	1.74919605441014e-12	-0.741507094358249	0.066	0.146	5.86645372728072e-08	CASP1	MMY21940	0.0729253981559095
MMY21940.TOMM22	1.91812830551435e-12	0.458314317986383	0.303	0.204	6.43301871103403e-08	TOMM22	MMY21940	0.431684828164292
MMY21940.UPF3A	1.92925929588503e-12	0.683734856152724	0.277	0.183	6.47034982653921e-08	UPF3A	MMY21940	0.425817267393127
MMY21940.NCOR1	2.15675445612024e-12	-0.382830617785442	0.154	0.257	7.23332309493607e-08	NCOR1	MMY21940	0.191953059513831
MMY21940.SLC20A1	2.16380769111822e-12	-1.39672429877703	0.052	0.127	7.25697823447229e-08	SLC20A1	MMY21940	0.0603520536462699
MMY21940.WDR82	2.31734232846437e-12	-0.377384397629425	0.132	0.23	7.77190270120382e-08	WDR82	MMY21940	0.154233025984912
MMY21940.MGAT2	2.35368616273084e-12	0.28283579177195	0.121	0.055	7.89379265256668e-08	MGAT2	MMY21940	0.14501257334451
MMY21940.UQCC2	2.37780896837127e-12	0.343839410042845	0.193	0.109	7.97469571812357e-08	UQCC2	MMY21940	0.251466890192791
MMY21940.MT-ATP8	2.52995217763239e-12	0.518136751467787	0.299	0.202	8.48495361334352e-08	MT-ATP8	MMY21940	0.442581726739313
MMY21940.FDPS	2.76813799186392e-12	0.279746735742996	0.213	0.125	9.28378119711321e-08	FDPS	MMY21940	0.259849119865884
MMY21940.CSK	2.78420302098336e-12	-2.00844435123851	0.202	0.308	9.33766009177398e-08	CSK	MMY21940	0.248952221290863
MMY21940.KDELR1	2.80212453173577e-12	0.416522287478332	0.274	0.177	9.39776525453542e-08	KDELR1	MMY21940	0.363788767812238
MMY21940.CD63	2.83406937151948e-12	-0.770376819526571	0.46	0.35	9.50490185820205e-08	CD63	MMY21940	0.796311818943839
MMY21940.RPL36AL	3.01199960941573e-12	1.05384426276876	0.718	0.822	1.01016442900585e-07	RPL36AL	MMY21940	2.20033528918692
MMY21940.PSMC3	3.72743271958682e-12	0.274654698675428	0.222	0.134	1.25010638549503e-07	PSMC3	MMY21940	0.282481139983236
MMY21940.PPP1R15B	3.79529937013293e-12	0.418865172661256	0.198	0.114	1.27286750275518e-07	PPP1R15B	MMY21940	0.26487845766974
MMY21940.GOLGB1	3.99571090502458e-12	2.05884846822941	0.237	0.152	1.34008152332715e-07	GOLGB1	MMY21940	0.42162615255658
MMY21940.MRPL41	4.04581032956046e-12	1.03572550070264	0.344	0.243	1.35688386832799e-07	MRPL41	MMY21940	0.477787091366303
MMY21940.NDUFB9	4.08049790866357e-12	0.935348170444983	0.43	0.324	1.36851738860759e-07	NDUFB9	MMY21940	0.680637049455155
MMY21940.YY1	4.68194108398395e-12	-0.459035867330214	0.252	0.368	1.57022940074654e-07	YY1	MMY21940	0.350377200335289
MMY21940.HNRNPA2B1	4.8164497129081e-12	9.71017436862211	0.678	0.813	1.61534090471512e-07	HNRNPA2B1	MMY21940	2.1081307627829
MMY21940.RBM3	4.82160539435859e-12	-2.2264331246813	0.368	0.486	1.61707001715999e-07	RBM3	MMY21940	0.575859178541492
MMY21940.SF3B5	4.82316899826619e-12	0.923181266268724	0.438	0.337	1.61759441863851e-07	SF3B5	MMY21940	0.701592623637888
MMY21940.RANBP1	5.05624246931232e-12	0.658854589015813	0.348	0.244	1.69576259935796e-07	RANBP1	MMY21940	0.487845766974015
MMY21940.MBNL2	6.1762015746362e-12	0.460919179028985	0.195	0.114	2.07137448410149e-07	MBNL2	MMY21940	0.269069572506287
MMY21940.CALM2	6.36241779167668e-12	1.58285599095503	0.528	0.624	2.13382767897253e-07	CALM2	MMY21940	0.921207041072925
MMY21940.C16orf72	6.50954502794316e-12	-0.492736242972915	0.168	0.269	2.18317121147158e-07	C16orf72	MMY21940	0.214585079631182
MMY21940.MAT2B	6.67010951433008e-12	-0.260341855250231	0.141	0.237	2.23702132891602e-07	MAT2B	MMY21940	0.165968147527242
MMY21940.MRPL1	6.7487391045898e-12	0.650983478385876	0.188	0.108	2.26339212089733e-07	MRPL1	MMY21940	0.275775356244761
MMY21940.XPO1	6.95917718848977e-12	-0.366548622258636	0.118	0.211	2.3339688454757e-07	XPO1	MMY21940	0.143336127409891
MMY21940.RPL10A	7.08511714210862e-12	-26.4623913797633	0.905	0.915	2.37620658712039e-07	RPL10A	MMY21940	5.47191953059514
MMY21940.LDHB	7.66380557484983e-12	-3.53558174027651	0.403	0.49	2.57028711369313e-07	LDHB	MMY21940	0.589270746018441
MMY21940.DUS1L	8.16917962662959e-12	0.250010796750958	0.221	0.135	2.73977946317903e-07	DUS1L	MMY21940	0.271584241408215
MMY21940.RHOC	8.17285867498542e-12	-0.971266116795591	0.041	0.108	2.74101334241661e-07	RHOC	MMY21940	0.046940486169321
MMY21940.RPS19	8.18164466282532e-12	-4.33644371984066	0.986	0.988	2.74395998701836e-07	RPS19	MMY21940	15.3763621123219
MMY21940.CDC25B	8.43209612209498e-12	-0.275138405550855	0.056	0.129	2.82795639742822e-07	CDC25B	MMY21940	0.057837384744342
MMY21940.DDX24	8.71716415400011e-12	0.263127544365595	0.348	0.479	2.92356251396856e-07	DDX24	MMY21940	0.573344509639564
MMY21940.SFT2D2	8.87733595219593e-12	-1.09235523892765	0.095	0.18	2.97728093164747e-07	SFT2D2	MMY21940	0.10896898575021
MMY21940.MALT1	8.96865075517799e-12	-0.280845256990158	0.074	0.155	3.00790609027159e-07	MALT1	MMY21940	0.0888516345347863
MMY21940.PUM3	9.09792665679049e-12	0.25381817408208	0.168	0.091	3.0512626421544e-07	PUM3	MMY21940	0.207041072925398
MMY21940.SP100	9.5061785156909e-12	-0.519808430538137	0.256	0.367	3.18818215059241e-07	SP100	MMY21940	0.367141659681475
MMY21940.CALCOCO2	1.01469482330965e-11	-0.27682377214677	0.071	0.15	3.4030834984159e-07	CALCOCO2	MMY21940	0.0846605196982397
MMY21940.OS9	1.01752128380629e-11	0.268301416240502	0.224	0.136	3.41256288162955e-07	OS9	MMY21940	0.274937133277452
MMY21940.GLT8D1	1.17279295735784e-11	0.254956108237673	0.104	0.045	3.93331302038671e-07	GLT8D1	MMY21940	0.124056999161777
MMY21940.RAD23A	1.1783670985153e-11	0.572198533223124	0.347	0.248	3.95200757500061e-07	RAD23A	MMY21940	0.484492875104778
MMY21940.EIF2S2	1.22217665417462e-11	1.55938688477145	0.464	0.362	4.09893606277084e-07	EIF2S2	MMY21940	0.886839899413244
MMY21940.LAMTOR4	1.2885575988645e-11	-0.600100294266608	0.366	0.473	4.32156447507178e-07	LAMTOR4	MMY21940	0.507963118189438
MMY21940.CCDC50	1.38650427699377e-11	-8.75686293163234	0.158	0.082	4.65005804418171e-07	CCDC50	MMY21940	0.211232187761945
MMY21940.NELFE	1.47835407085712e-11	0.250381405828941	0.21	0.126	4.95810388284061e-07	NELFE	MMY21940	0.260687342833194
MMY21940.JUN	1.51067123855984e-11	76.7102003477722	0.577	0.581	5.066489199882e-07	JUN	MMY21940	6.39396479463537
MMY21940.RPL27A	1.56174705267667e-11	-8.14857946222927	0.939	0.97	5.237787265267e-07	RPL27A	MMY21940	7.09220452640402
MMY21940.PSMB4	1.79681175977925e-11	0.453764151480839	0.339	0.24	6.02614727994766e-07	PSMB4	MMY21940	0.480301760268231
MMY21940.CAPG	1.88340201142092e-11	-1.19248214883079	0.049	0.117	6.31655366590348e-07	CAPG	MMY21940	0.0536462699077955
MMY21940.NDUFS8	2.07749815452268e-11	0.313146133189336	0.302	0.204	6.96751331063817e-07	NDUFS8	MMY21940	0.401508801341157
MMY21940.DNASE2	2.10791421645459e-11	0.291142794673823	0.134	0.067	7.06952269914541e-07	DNASE2	MMY21940	0.162615255658005
MMY21940.H2AFV	2.39204937784901e-11	-1.36420099676723	0.246	0.351	8.02245520343002e-07	H2AFV	MMY21940	0.330259849119866
MMY21940.SMARCA2	2.67024716959368e-11	-0.36187390785313	0.168	0.265	8.95547495738329e-07	SMARCA2	MMY21940	0.209555741827326
MMY21940.NUB1	3.09626586517963e-11	-0.277117811187484	0.12	0.208	1.03842564586395e-06	NUB1	MMY21940	0.134115674769489
MMY21940.MARCKSL1	3.20428693586755e-11	-0.428367009919716	0.053	0.122	1.07465375255126e-06	MARCKSL1	MMY21940	0.0569991617770327
MMY21940.ATP5MC3	3.35297561392445e-11	0.431180045946201	0.482	0.391	1.12452096139798e-06	ATP5MC3	MMY21940	0.828164291701593
MMY21940.SEPT2	3.48854018164851e-11	0.306135979422374	0.395	0.299	1.16998660612128e-06	SEPT2	MMY21940	0.595976529756915
MMY21940.NDUFA3	3.62146682077426e-11	1.00591055978253	0.535	0.45	1.21456754235127e-06	NDUFA3	MMY21940	1.00754400670578
MMY21940.UBE2E3	4.26039607200351e-11	0.259125596810352	0.215	0.131	1.42885163462854e-06	UBE2E3	MMY21940	0.271584241408215
MMY21940.ERP29	4.50178878051156e-11	0.767865309576731	0.561	0.474	1.50980992120797e-06	ERP29	MMY21940	1.05113160100587
MMY21940.RABGAP1L	4.51699491296223e-11	-0.556982599166709	0.106	0.193	1.51490975390927e-06	RABGAP1L	MMY21940	0.134953897736798
MMY21940.GOLGA8A	5.19114438783379e-11	1.29507695293545	0.136	0.07	1.7410060047917e-06	GOLGA8A	MMY21940	0.193629505448449
MMY21940.MT-ND4L	5.52605248620454e-11	4.50327373932574	0.601	0.607	1.85332748282328e-06	MT-ND4L	MMY21940	1.98826487845767
MMY21940.HNRNPD	5.75586530512602e-11	-0.987179206843105	0.289	0.392	1.93040210603316e-06	HNRNPD	MMY21940	0.382229673093043
MMY21940.GOLGA3	5.79753159080109e-11	0.757108802287902	0.168	0.095	1.94437614492287e-06	GOLGA3	MMY21940	0.213746856663873
MMY21940.CBX3	6.07486196658339e-11	-0.927784183887703	0.334	0.448	2.03738720635274e-06	CBX3	MMY21940	0.495389773679799
MMY21940.TMX4	6.49214684610217e-11	-0.461454277704633	0.13	0.22	2.17733620924575e-06	TMX4	MMY21940	0.158424140821459
MMY21940.POLR2F	6.53134350915376e-11	0.784023061394442	0.299	0.207	2.19048198609999e-06	POLR2F	MMY21940	0.411567476948868
MMY21940.EHMT1	7.07405620736587e-11	0.435823656800235	0.184	0.108	2.37249697082636e-06	EHMT1	MMY21940	0.243084660519698
MMY21940.BAD	8.25259708602211e-11	0.263904527280613	0.15	0.081	2.76775601071009e-06	BAD	MMY21940	0.1802179379715
MMY21940.ZNF207	8.38514283626784e-11	-1.9033650803388	0.252	0.362	2.81220920442751e-06	ZNF207	MMY21940	0.378038558256496
MMY21940.PHIP	8.7909940335176e-11	-0.452057572400156	0.123	0.213	2.94832357896113e-06	PHIP	MMY21940	0.163453478625314
MMY21940.FAM208A	8.84247020545039e-11	-0.793485948891061	0.101	0.185	2.96558765750395e-06	FAM208A	MMY21940	0.124895222129086
MMY21940.IDS	9.29378123047462e-11	1.7479828677531	0.44	0.358	3.11694834907658e-06	IDS	MMY21940	0.943839061190277
MMY21940.ARL14EP	9.43182125236093e-11	0.68191135683987	0.199	0.12	3.16324421161681e-06	ARL14EP	MMY21940	0.261525565800503
MMY21940.IRS2	1.01023705425501e-10	-3.24501232787478	0.048	0.113	3.38813303256045e-06	IRS2	MMY21940	0.0544844928751048
MMY21940.NDUFA13	1.13674777719722e-10	0.975331900034871	0.557	0.478	3.81242469516403e-06	NDUFA13	MMY21940	1.05280804694049
MMY21940.COX6B1	1.27022085270066e-10	-6.18726732294889	0.671	0.604	4.26006669578748e-06	COX6B1	MMY21940	1.57585917854149
MMY21940.SRSF9	1.29871916903273e-10	0.530790604480781	0.487	0.393	4.35564434910198e-06	SRSF9	MMY21940	0.77116512992456
MMY21940.UBE2H	1.53548480437458e-10	0.508426262304121	0.201	0.124	5.14970893691145e-06	UBE2H	MMY21940	0.27745180217938
MMY21940.CARD8	1.64804464497247e-10	-0.25008855084682	0.109	0.191	5.52721213030868e-06	CARD8	MMY21940	0.122380553227158
MMY21940.UHMK1	1.66287810843408e-10	-0.416216282742288	0.137	0.226	5.57696060006623e-06	UHMK1	MMY21940	0.165968147527242
MMY21940.HNRNPK	1.74214387418327e-10	-3.22533538029901	0.563	0.656	5.84280212523584e-06	HNRNPK	MMY21940	1.05280804694049
MMY21940.RPL18	1.76036211436699e-10	-6.35799664467047	0.956	0.978	5.90390245916399e-06	RPL18	MMY21940	9.30678960603521
MMY21940.CNTRL	1.80739635988137e-10	-0.477101022728906	0.079	0.154	6.06164591177014e-06	CNTRL	MMY21940	0.085498742665549
MMY21940.SCP2	1.81120984120788e-10	-0.26803778333894	0.168	0.263	6.07443556544299e-06	SCP2	MMY21940	0.202011735121542
MMY21940.PSMB8	1.90327259762648e-10	-0.390740509811989	0.214	0.31	6.38319563791968e-06	PSMB8	MMY21940	0.252305113160101
MMY21940.EIF1	1.91196387216305e-10	21.5275416566756	0.9	0.963	6.41234443446044e-06	EIF1	MMY21940	5.32271584241408
MMY21940.C19orf24	1.94776867479252e-10	0.435157601701051	0.262	0.174	6.53242658151914e-06	C19orf24	MMY21940	0.341156747694887
MMY21940.FAM117A	1.95897962055844e-10	-0.288553751342231	0.054	0.122	6.57002585142889e-06	FAM117A	MMY21940	0.0637049455155071
MMY21940.LENG8	2.04720942859684e-10	-0.317805071269904	0.162	0.259	6.86593098162809e-06	LENG8	MMY21940	0.224643755238894
MMY21940.GOLGA4	2.14275278206769e-10	1.1779707411422	0.257	0.176	7.18636428049861e-06	GOLGA4	MMY21940	0.429170159262364
MMY21940.TMEM259	2.21678645058476e-10	1.19768171529756	0.283	0.2	7.43465839797115e-06	TMEM259	MMY21940	0.444258172673931
MMY21940.H2AFY	2.36664568263579e-10	-7.26455061270084	0.168	0.253	7.9372562904239e-06	H2AFY	MMY21940	0.220452640402347
MMY21940.SEC22B	2.56875256678785e-10	0.450492301087417	0.275	0.19	8.61508235849308e-06	SEC22B	MMY21940	0.378876781223806
MMY21940.MTDH	2.66020202557838e-10	0.836365059584096	0.47	0.385	8.92178555338477e-06	MTDH	MMY21940	0.88013411567477
MMY21940.ANXA2	2.8569781202589e-10	-6.88247338796132	0.168	0.253	9.58173321972431e-06	ANXA2	MMY21940	0.20536462699078
MMY21940.SSBP1	3.00600816281117e-10	1.53190090688006	0.49	0.408	1.00815501764361e-05	SSBP1	MMY21940	0.838222967309304
MMY21940.HADHA	3.56378924709925e-10	-0.41573765411556	0.209	0.303	1.19522363769215e-05	HADHA	MMY21940	0.257334450963956
MMY21940.PBXIP1	3.83018179721156e-10	-0.298996710446376	0.109	0.19	1.28456637114881e-05	PBXIP1	MMY21940	0.125733445096396
MMY21940.EIF5B	3.86979614054924e-10	0.844786629584931	0.394	0.304	1.2978522296174e-05	EIF5B	MMY21940	0.678122380553227
MMY21940.RICTOR	4.31753731081822e-10	-0.35348927351553	0.142	0.232	1.44801566330221e-05	RICTOR	MMY21940	0.184409052808047
MMY21940.TAF1D	4.41940867659273e-10	-0.256784974884641	0.195	0.293	1.48218128195567e-05	TAF1D	MMY21940	0.269907795473596
MMY21940.NIFK	4.7745485715847e-10	0.524116845431389	0.213	0.134	1.60128809993808e-05	NIFK	MMY21940	0.290025146689019
MMY21940.SKIL	4.99279221874399e-10	0.366218796959359	0.189	0.116	1.67448265432236e-05	SKIL	MMY21940	0.256496227996647
MMY21940.CLDND1	5.65156032356957e-10	-0.412876483875882	0.101	0.18	1.89542030131876e-05	CLDND1	MMY21940	0.117351215423303
MMY21940.NOP10	6.04163428574593e-10	0.258203605480793	0.376	0.285	2.02624330675347e-05	NOP10	MMY21940	0.591785414920369
MMY21940.TRMT13	6.68870135153152e-10	0.282508025080887	0.138	0.075	2.24325665927664e-05	TRMT13	MMY21940	0.176026823134954
MMY21940.BAG1	6.85207907127951e-10	0.257031108905831	0.215	0.136	2.29805027892572e-05	BAG1	MMY21940	0.265716680637049
MMY21940.HMGN2	6.89594367621352e-10	-22.7547740008698	0.437	0.549	2.31276159012849e-05	HMGN2	MMY21940	0.808885163453479
MMY21940.VSIR	7.4525901277031e-10	-1.26263921534246	0.111	0.187	2.49944967702907e-05	VSIR	MMY21940	0.124056999161777
MMY21940.SF3B1	7.48953846715842e-10	-0.376276382723224	0.304	0.418	2.51184141111559e-05	SF3B1	MMY21940	0.451802179379715
MMY21940.MAZ	8.03602178715045e-10	-0.430009382455242	0.166	0.255	2.69512098697452e-05	MAZ	MMY21940	0.194467728415759
MMY21940.FXR1	8.07473117433047e-10	-0.441668350782996	0.201	0.295	2.70810334124695e-05	FXR1	MMY21940	0.259849119865884
MMY21940.MT-CO1	1.03636611801852e-09	16.710224038437	0.929	0.999	3.47576468661051e-05	MT-CO1	MMY21940	30.2942162615256
MMY21940.POLR2L	1.24918016048252e-09	0.880105297675426	0.594	0.529	4.18950042222628e-05	POLR2L	MMY21940	1.25984911986588
MMY21940.ZBTB10	1.29398302130172e-09	2.86223158157533	0.134	0.074	4.33976025684171e-05	ZBTB10	MMY21940	0.20536462699078
MMY21940.THRAP3	1.37198234597634e-09	-0.708571726797615	0.163	0.255	4.60135439193545e-05	THRAP3	MMY21940	0.214585079631182
MMY21940.CASP8	1.51709254627166e-09	0.341796868576647	0.101	0.179	5.08802498168589e-05	CASP8	MMY21940	0.130762782900251
MMY21940.FBXL5	1.5309911654625e-09	-1.27315483122091	0.079	0.148	5.13463817072814e-05	FBXL5	MMY21940	0.0863369656328583
MMY21940.DNAJC8	1.58259302078465e-09	-0.259201711797386	0.241	0.336	5.30770047310755e-05	DNAJC8	MMY21940	0.326068734283319
MMY21940.HNRNPF	1.67470439513203e-09	-0.258655953549945	0.231	0.33	5.61662360039382e-05	HNRNPF	MMY21940	0.30092204526404
MMY21940.DCAF16	1.7230913148461e-09	0.351991348232696	0.158	0.092	5.77890365173084e-05	DCAF16	MMY21940	0.209555741827326
MMY21940.MYBL1	1.7606980914295e-09	-0.340421718003273	0.063	0.129	5.90502925903627e-05	MYBL1	MMY21940	0.0905280804694049
MMY21940.NAP1L1	1.81879547036166e-09	-2.39876171010569	0.593	0.683	6.09987624849893e-05	NAP1L1	MMY21940	1.35289186923722
MMY21940.NORAD	1.83559844036097e-09	0.483966806692005	0.308	0.22	6.15623004928264e-05	NORAD	MMY21940	0.431684828164292
MMY21940.CD79A	1.83833505016509e-09	14.521329333094	0.236	0.144	6.16540809124368e-05	CD79A	MMY21940	0.559094719195306
MMY21940.CHCHD5	1.91946892207242e-09	0.267497863069114	0.194	0.122	6.43751487084648e-05	CHCHD5	MMY21940	0.259849119865884
MMY21940.RPS6	1.94210790960035e-09	-48.9659432993462	0.966	0.977	6.51344150721767e-05	RPS6	MMY21940	10.9471919530595
MMY21940.ELMO1	1.95883629611424e-09	-0.324344935085163	0.059	0.123	6.56954516990793e-05	ELMO1	MMY21940	0.0687342833193629
MMY21940.UBE2L3	2.1872458233701e-09	-0.370042205928866	0.191	0.281	7.33558504241863e-05	UBE2L3	MMY21940	0.233025984911987
MMY21940.LMNA	2.24444907871043e-09	0.483815880258084	0.134	0.073	7.52743332017905e-05	LMNA	MMY21940	0.201173512154233
MMY21940.EMD	2.37036106318226e-09	0.314783884334046	0.243	0.164	7.94971693370067e-05	EMD	MMY21940	0.310980720871752
MMY21940.DNAJB6	2.46953240033694e-09	-0.317528855244709	0.193	0.285	8.28231776425002e-05	DNAJB6	MMY21940	0.251466890192791
MMY21940.CLINT1	2.5442575132199e-09	0.519792496763712	0.298	0.214	8.53293084783689e-05	CLINT1	MMY21940	0.437552388935457
MMY21940.BLVRB	2.75453119157798e-09	-2.41821771508982	0.199	0.122	9.23814671031425e-05	BLVRB	MMY21940	0.256496227996647
MMY21940.NDUFA1	3.0389464557696e-09	2.52293970121243	0.632	0.585	0.000101920186233601	NDUFA1	MMY21940	1.42833193629505
MMY21940.METTL23	3.37476902001173e-09	0.650980976285533	0.19	0.118	0.000113183003393153	METTL23	MMY21940	0.232187761944677
MMY21940.RNGTT	3.65101108243737e-09	0.76177317764034	0.137	0.077	0.000122447609682785	RNGTT	MMY21940	0.19279128248114
MMY21940.APOBEC3G	3.88865309694124e-09	-0.30520348372317	0.092	0.163	0.000130417647565215	APOBEC3G	MMY21940	0.103939647946354
MMY21940.RPS17	3.92100441349194e-09	8.01381620142151	0.692	0.626	0.000131502646019693	RPS17	MMY21940	1.90611902766136
MMY21940.SRRM2	3.96316158159854e-09	0.644659246214769	0.402	0.52	0.000132916513123652	SRRM2	MMY21940	0.709136630343671
MMY21940.SARS	4.20315441418200e-09	1.41448913434021	0.233	0.158	0.000140965392742836	SARS	MMY21940	0.338642078792959
MMY21940.DBI	4.37362874006201e-09	-2.20303771804699	0.283	0.379	0.0001466827606842	DBI	MMY21940	0.394803017602682
MMY21940.N4BP2	4.71980468823048e-09	0.417729470157339	0.157	0.093	0.000158292809633874	N4BP2	MMY21940	0.227996647108131
MMY21940.PRPF40A	4.9376569919293e-09	-0.38050892360034	0.169	0.251	0.000165599140195325	PRPF40A	MMY21940	0.203688181056161
MMY21940.YWHAQ	5.36702668325668e-09	-0.368996555983409	0.196	0.28	0.000179999340903062	YWHAQ	MMY21940	0.224643755238894
MMY21940.POLR2J	5.3710180865996e-09	0.381268799867924	0.376	0.293	0.000180133204588377	POLR2J	MMY21940	0.55406538139145
MMY21940.DDX6	5.40990182492035e-09	0.34930781588738	0.334	0.455	0.000181437287404179	DDX6	MMY21940	0.576697401508801
MMY21940.SFMBT2	5.89966596417979e-09	0.258896738024014	0.131	0.073	0.000197862997106662	SFMBT2	MMY21940	0.169321039396479
MMY21940.RPS11	6.05736720624119e-09	18.6817184405378	0.976	0.97	0.000203151981362917	RPS11	MMY21940	11.1617770326907
MMY21940.SEM1	6.2732786018914e-09	-1.94837751920382	0.43	0.34	0.000210393217750234	SEM1	MMY21940	0.657166806370495
MMY21940.ANP32A	6.38602145213657e-09	-0.620626242039551	0.216	0.306	0.000214174387461756	ANP32A	MMY21940	0.270746018440905
MMY21940.KRT10	6.39105085545675e-09	1.29056986836648	0.512	0.443	0.000214343063590308	KRT10	MMY21940	0.938809723386421
MMY21940.TCF3	6.97096409392797e-09	-0.616917690884743	0.177	0.108	0.000233792193782156	TCF3	MMY21940	0.210393964794635
MMY21940.RPL23	7.14322711666105e-09	1.40433986800711	0.869	0.912	0.000239569551038578	RPL23	MMY21940	4.86756077116513
MMY21940.PRKACB	7.28613737976086e-09	-0.893268463433842	0.17	0.254	0.00024436247544242	PRKACB	MMY21940	0.209555741827326
MMY21940.STRAP	8.76400748525922e-09	0.25875341053992	0.262	0.184	0.000293927283040624	STRAP	MMY21940	0.33696563285834
MMY21940.NCOA4	9.64134983298059e-09	2.44527561382285	0.08	0.146	0.000323351590698503	NCOA4	MMY21940	0.0947191953059514
MMY21940.LSM7	1.0136458579353e-08	-7.07950544348067	0.386	0.48	0.00033995654783434	LSM7	MMY21940	0.59094719195306
MMY21940.FERMT3	1.1554725600777e-08	2.42765811282408	0.122	0.197	0.000387522387198858	FERMT3	MMY21940	0.157585917854149
MMY21940.SMIM19	1.22926297206245e-08	0.38699507413043	0.17	0.105	0.000412270215570304	SMIM19	MMY21940	0.210393964794635
MMY21940.TAB2	1.27127706208517e-08	-0.254247476480235	0.086	0.154	0.000426360901082126	TAB2	MMY21940	0.0972338642078793
MMY21940.KIF5B	1.34297062983373e-08	-0.374244611788655	0.15	0.232	0.000450405489833638	KIF5B	MMY21940	0.195305951383068
MMY21940.SELENOH	1.36316484611642e-08	0.672767186778858	0.435	0.355	0.000457178226090526	SELENOH	MMY21940	0.681475272422464
MMY21940.POU2F2	1.38637931583237e-08	-6.69206361926885	0.314	0.228	0.000464963894943859	POU2F2	MMY21940	0.596814752724225
MMY21940.DARS	1.40162234782193e-08	0.342097293838109	0.231	0.157	0.00047007610301252	DARS	MMY21940	0.310142497904443
MMY21940.RNF181	1.57105617832955e-08	0.395935532742539	0.267	0.188	0.000526900821088164	RNF181	MMY21940	0.343671416596815
MMY21940.CAT	1.61917304212046e-08	-0.299980334013603	0.063	0.123	0.00054303825486636	CAT	MMY21940	0.0704107292539816
MMY21940.EIF4G2	1.6511330130931e-08	-1.6959616266218	0.392	0.488	0.000553756989931165	EIF4G2	MMY21940	0.613579212070411
MMY21940.EVI2B	1.81894626303828e-08	-3.45883886688134	0.338	0.43	0.000610038197697779	EVI2B	MMY21940	0.518860016764459
MMY21940.CLTA	1.91476363171408e-08	0.295856880133569	0.268	0.19	0.00064217342680427	CLTA	MMY21940	0.354568315171836
MMY21940.CD53	2.00868732439311e-08	-2.55432454678943	0.384	0.472	0.000673673554854961	CD53	MMY21940	0.543168482816429
MMY21940.CDK5RAP3	2.08801867491856e-08	0.26836230702212	0.146	0.087	0.000700279703194187	CDK5RAP3	MMY21940	0.178541492036882
MMY21940.LGALS1	2.10791827674399e-08	-41.2898121243509	0.43	0.305	0.000706953631654399	LGALS1	MMY21940	0.989103101424979
MMY21940.SCFD1	2.29123897178568e-08	0.267831697546369	0.196	0.128	0.00076843572635748	SCFD1	MMY21940	0.257334450963956
MMY21940.STOM	2.51314327183911e-08	3.60240344169263	0.073	0.135	0.000842857990509402	STOM	MMY21940	0.0838222967309304
MMY21940.TKT	2.58058372106922e-08	-4.35792339526713	0.143	0.212	0.000865476168372194	TKT	MMY21940	0.170997485331098
MMY21940.MAP1LC3B	2.70606938522958e-08	24.7534371160602	0.241	0.326	0.000907561550418295	MAP1LC3B	MMY21940	0.365465213746857
MMY21940.TMEM107	2.80998903354316e-08	5.62755563016424	0.18	0.116	0.000942414122069704	TMEM107	MMY21940	0.288348700754401
MMY21940.BCL11A	2.82857197812919e-08	-17.4250155177903	0.22	0.14	0.000948646470024969	BCL11A	MMY21940	0.344509639564124
MMY21940.RPS4X	2.92793932946824e-08	-73.2428370586498	0.972	0.974	0.00098197229231706	RPS4X	MMY21940	10.6596814752724
MMY21940.TOR1AIP1	2.9282181922159e-08	-0.258413495456349	0.061	0.119	0.000982065817305367	TOR1AIP1	MMY21940	0.066219614417435
MMY21940.RPS16	2.96943577565774e-08	0.403530199548719	0.972	0.973	0.000995889370440094	RPS16	MMY21940	11.9715004191115
MMY21940.TMEM50A	3.14425671086894e-08	-0.271267213415	0.242	0.333	0.00105452081569123	TMEM50A	MMY21940	0.316010058675608
MMY21940.ATP5F1B	3.37551037187457e-08	0.295910423500503	0.368	0.279	0.00113207866851929	ATP5F1B	MMY21940	0.515507124895222
