p_val	avg_logFC	pct.1	pct.2	p_val_adj	sample_id	cell_type	gene_symbol
MMY21940.NK.NDUFB3	0.000576976771877159	1.43612737861286	0.418	0.263	1	MMY21940	NK	NDUFB3
MMY21940.NK.CAPNS1	0.000586065614438966	-0.34048703571208	0.209	0.358	1	MMY21940	NK	CAPNS1
MMY21940.NK.ERGIC2	0.000591927920749246	0.492481421669613	0.232	0.084	1	MMY21940	NK	ERGIC2
MMY21940.NK.WDR74	0.000592363314414663	37.6616009376253	0.313	0.168	1	MMY21940	NK	WDR74
MMY21940.NK.KLHL5	0.000596290984235607	0.428381007212397	0.178	0.042	1	MMY21940	NK	KLHL5
MMY21940.NK.TAF15	0.000599949812273292	-0.534095026677792	0.137	0.263	1	MMY21940	NK	TAF15
MMY21940.NK.MXI1	0.000627264687614553	0.41543011680337	0.129	0.011	1	MMY21940	NK	MXI1
MMY21940.NK.TIMM10	0.000629052462192954	0.477292594425697	0.256	0.095	1	MMY21940	NK	TIMM10
MMY21940.NK.AC245014.3	0.000629237369718888	4.7781513206963	0.242	0.095	1	MMY21940	NK	AC245014.3
MMY21940.NK.ELFN1-AS1	0.000631726442206844	0.321986376765303	0.111	0	1	MMY21940	NK	ELFN1-AS1
MMY21940.NK.IRF3	0.000634160181739705	-0.449910380025632	0.117	0.232	1	MMY21940	NK	IRF3
MMY21940.NK.GALNT2	0.000642527497999293	0.37472906543948	0.177	0.042	1	MMY21940	NK	GALNT2
MMY21940.NK.HNRNPA1	0.000648870347553385	0.769871427730508	0.547	0.695	1	MMY21940	NK	HNRNPA1
MMY21940.NK.HIST1H1C	0.00065111627893917	0.434936804176887	0.058	0.147	1	MMY21940	NK	HIST1H1C
MMY21940.NK.ARL1	0.000651813841413447	0.442338644546073	0.191	0.053	1	MMY21940	NK	ARL1
MMY21940.NK.SMIM20	0.000657108160317329	0.355986858100734	0.196	0.053	1	MMY21940	NK	SMIM20
MMY21940.NK.TNFRSF13C	0.000658461815412719	0.430313793211016	0.145	0.021	1	MMY21940	NK	TNFRSF13C
MMY21940.NK.ATP2B1	0.000662699698125489	1.58377267353584	0.23	0.084	1	MMY21940	NK	ATP2B1
MMY21940.NK.SLC33A1	0.000666698336951233	0.422078523153126	0.161	0.032	1	MMY21940	NK	SLC33A1
MMY21940.NK.LRRC75A	0.000669577308510288	1.05811611111941	0.189	0.053	1	MMY21940	NK	LRRC75A
MMY21940.NK.EBLN3P	0.000676323965407718	0.887696480752865	0.308	0.147	1	MMY21940	NK	EBLN3P
MMY21940.NK.MAGT1	0.000678273359062978	0.392807819497368	0.205	0.063	1	MMY21940	NK	MAGT1
MMY21940.NK.EIF2AK4	0.000685733361919841	0.458098599788373	0.21	0.063	1	MMY21940	NK	EIF2AK4
MMY21940.NK.TET1	0.000692902144558992	0.479832328011313	0.144	0.021	1	MMY21940	NK	TET1
MMY21940.NK.CMC2	0.000697882520974836	-0.935946310593718	0.093	0.2	1	MMY21940	NK	CMC2
MMY21940.NK.APLP2	0.00069964165906865	-0.301350419367682	0.072	0.168	1	MMY21940	NK	APLP2
MMY21940.NK.STXBP6	0.000700536559884483	0.276546938856389	0.109	0	1	MMY21940	NK	STXBP6
MMY21940.NK.DENND5B	0.000701085846715067	0.355099104957143	0.109	0	1	MMY21940	NK	DENND5B
MMY21940.NK.PPP1CC	0.000704183407014517	0.482071536103976	0.268	0.116	1	MMY21940	NK	PPP1CC
MMY21940.NK.XPOT	0.000704904052585589	0.635428025532235	0.208	0.063	1	MMY21940	NK	XPOT
MMY21940.NK.MCFD2	0.000715524133292101	0.330942201398088	0.178	0.042	1	MMY21940	NK	MCFD2
MMY21940.NK.LRRC59	0.000724428102841632	0.36960863608094	0.192	0.053	1	MMY21940	NK	LRRC59
MMY21940.NK.HMOX2	0.00073234771890577	-0.418359708203418	0.081	0.179	1	MMY21940	NK	HMOX2
MMY21940.NK.CCDC82	0.00073521519468037	-0.27435184430447	0.092	0.2	1	MMY21940	NK	CCDC82
MMY21940.NK.GCC2	0.000753360474966182	-0.561514000680961	0.156	0.284	1	MMY21940	NK	GCC2
MMY21940.NK.POU2F2	0.000754377043778345	2.2265723432255	0.314	0.168	1	MMY21940	NK	POU2F2
MMY21940.NK.GNAI3	0.000768938110877727	-0.493598575049808	0.093	0.2	1	MMY21940	NK	GNAI3
MMY21940.NK.CRYBG3	0.000773209952109749	0.76710563442921	0.142	0.021	1	MMY21940	NK	CRYBG3
MMY21940.NK.EGR1	0.000778426570900996	30.8803619941244	0.141	0.021	1	MMY21940	NK	EGR1
MMY21940.NK.ALCAM	0.000781758344551207	0.282930886032413	0.107	0	1	MMY21940	NK	ALCAM
MMY21940.NK.EIF4E	0.000791013834729159	0.587305951571087	0.269	0.116	1	MMY21940	NK	EIF4E
MMY21940.NK.DYNLL1	0.000791580042615397	3.28889876632538	0.587	0.463	1	MMY21940	NK	DYNLL1
MMY21940.NK.MT-ND4	0.00079747944525604	113.469650469503	0.924	1	1	MMY21940	NK	MT-ND4
MMY21940.NK.CBL	0.000799100549950512	-0.268585213021534	0.035	0.105	1	MMY21940	NK	CBL
MMY21940.NK.MSI2	0.000802113858941188	1.49394510155732	0.265	0.116	1	MMY21940	NK	MSI2
MMY21940.NK.ADH5	0.000809792996490946	0.530975014781071	0.272	0.116	1	MMY21940	NK	ADH5
MMY21940.NK.RPS10	0.000810189420799386	13.5000328684397	0.861	0.874	1	MMY21940	NK	RPS10
MMY21940.NK.RHEB	0.000810438554210876	0.488638525405856	0.241	0.095	1	MMY21940	NK	RHEB
MMY21940.NK.GADD45GIP1	0.00081606843333629	0.606480928988612	0.37	0.211	1	MMY21940	NK	GADD45GIP1
MMY21940.NK.DYNC1I2	0.000820529710573671	-0.34847060550011	0.116	0.232	1	MMY21940	NK	DYNC1I2
MMY21940.NK.EIF3I	0.000821098712497664	0.504389453303429	0.323	0.168	1	MMY21940	NK	EIF3I
MMY21940.NK.FUNDC2	0.000824529701956297	0.473334948906457	0.281	0.126	1	MMY21940	NK	FUNDC2
MMY21940.NK.PSMB7	0.000844564012741579	0.448130783009071	0.241	0.095	1	MMY21940	NK	PSMB7
MMY21940.NK.TMEM147	0.000856830137148278	0.485065100436139	0.292	0.137	1	MMY21940	NK	TMEM147
MMY21940.NK.MANEA	0.000866150843553427	0.286927566983753	0.124	0.011	1	MMY21940	NK	MANEA
MMY21940.NK.CALU	0.000875008018147268	0.507101142902156	0.229	0.084	1	MMY21940	NK	CALU
MMY21940.NK.MT-ATP8	0.000880218310703097	0.996857697002776	0.299	0.147	1	MMY21940	NK	MT-ATP8
MMY21940.NK.MRPL40	0.000897095556316932	0.472323738471109	0.267	0.116	1	MMY21940	NK	MRPL40
MMY21940.NK.AP2B1	0.000904902043935304	-0.297186381813094	0.127	0.242	1	MMY21940	NK	AP2B1
MMY21940.NK.AC008267.5	0.000914789796479979	0.282833864806195	0.123	0.011	1	MMY21940	NK	AC008267.5
MMY21940.NK.MAP3K1	0.000915561962574041	1.39947504745166	0.214	0.074	1	MMY21940	NK	MAP3K1
MMY21940.NK.SP100	0.000919005644798736	-0.381832545676426	0.256	0.421	1	MMY21940	NK	SP100
MMY21940.NK.SRPRA	0.00092126716505914	0.631575465775239	0.353	0.189	1	MMY21940	NK	SRPRA
MMY21940.NK.CDK4	0.000938920284960693	0.374297016565726	0.199	0.063	1	MMY21940	NK	CDK4
MMY21940.NK.NSUN6	0.000957146237466178	4.83219770752315	0.21	0.074	1	MMY21940	NK	NSUN6
MMY21940.NK.CADPS2	0.000961328937061493	0.299871061221951	0.104	0	1	MMY21940	NK	CADPS2
MMY21940.NK.CDKN1A	0.000972501649236151	1.41754783065355	0.141	0.021	1	MMY21940	NK	CDKN1A
MMY21940.NK.ETV6	0.000991301042290851	0.534970593811596	0.169	0.042	1	MMY21940	NK	ETV6
MMY21940.NK.ADD1	0.00100668127711269	-0.537238783635902	0.122	0.232	1	MMY21940	NK	ADD1
MMY21940.NK.TOMM22	0.00103161365371534	0.719033748124399	0.303	0.147	1	MMY21940	NK	TOMM22
MMY21940.NK.ANKRD11	0.00103698740656464	1.48929305306328	0.216	0.368	1	MMY21940	NK	ANKRD11
MMY21940.NK.CIRBP	0.0010404153468011	1.67161745507483	0.484	0.716	1	MMY21940	NK	CIRBP
MMY21940.NK.FGD4	0.00105925708514948	0.264347684611557	0.123	0.011	1	MMY21940	NK	FGD4
MMY21940.NK.WNK1	0.00106121020688809	-0.409669257886997	0.139	0.263	1	MMY21940	NK	WNK1
MMY21940.NK.CLDN14	0.00106847430377456	0.268755630900414	0.102	0	1	MMY21940	NK	CLDN14
MMY21940.NK.TMEM59	0.00107206583197674	2.23930707952227	0.575	0.453	1	MMY21940	NK	TMEM59
MMY21940.NK.KCNN3	0.00107582259093319	0.351323074998674	0.171	0.042	1	MMY21940	NK	KCNN3
MMY21940.NK.LINC01781	0.00109757163687508	8.89847216822882	0.12	0.011	1	MMY21940	NK	LINC01781
MMY21940.NK.NDUFB9	0.00110325961373422	0.924906016968174	0.43	0.263	1	MMY21940	NK	NDUFB9
MMY21940.NK.PHB2	0.00110467604089791	0.600061887765774	0.304	0.158	1	MMY21940	NK	PHB2
MMY21940.NK.FAM102A	0.00114008778438601	1.78676091835339	0.152	0.032	1	MMY21940	NK	FAM102A
MMY21940.NK.ERICH1	0.00114308758151949	-0.478057158551233	0.069	0.158	1	MMY21940	NK	ERICH1
MMY21940.NK.MT-ND3	0.00114607517955567	215.469650469503	0.944	1	1	MMY21940	NK	MT-ND3
MMY21940.NK.A1BG	0.00114980345289409	0.341155467850345	0.168	0.042	1	MMY21940	NK	A1BG
MMY21940.NK.PSMB1	0.00115116503376494	1.46435359652257	0.468	0.305	1	MMY21940	NK	PSMB1
MMY21940.NK.GSTP1	0.00116769597890075	7.54005986992824	0.433	0.589	1	MMY21940	NK	GSTP1
MMY21940.NK.ADI1	0.00116877646950995	0.265551743758848	0.229	0.084	1	MMY21940	NK	ADI1
MMY21940.NK.SND1	0.00117112460733199	0.571407489390983	0.225	0.084	1	MMY21940	NK	SND1
MMY21940.NK.UBXN4	0.00117605016455855	1.23228171916313	0.416	0.263	1	MMY21940	NK	UBXN4
MMY21940.NK.FNBP1	0.00118388531996698	-0.447922018406949	0.232	0.368	1	MMY21940	NK	FNBP1
MMY21940.NK.DHRS1	0.00120141789711883	-0.266674712224407	0.049	0.126	1	MMY21940	NK	DHRS1
MMY21940.NK.NARS	0.00122558026608503	1.55213986904371	0.261	0.116	1	MMY21940	NK	NARS
MMY21940.NK.ERGIC1	0.00125147240610285	0.720074565733288	0.278	0.137	1	MMY21940	NK	ERGIC1
MMY21940.NK.C1orf43	0.00125530593240459	0.293613043444916	0.212	0.074	1	MMY21940	NK	C1orf43
MMY21940.NK.RPL37	0.00126134677267398	77.775247789815	0.972	1	1	MMY21940	NK	RPL37
MMY21940.NK.HSD17B12	0.00126505664204258	0.38792628375663	0.197	0.063	1	MMY21940	NK	HSD17B12
MMY21940.NK.XPO1	0.0012657085062716	-0.281942735099392	0.118	0.232	1	MMY21940	NK	XPO1
MMY21940.NK.RPL9	0.0012660032583361	17.6795355380348	0.953	0.947	1	MMY21940	NK	RPL9
MMY21940.NK.COX14	0.00129638038590812	0.579093781831567	0.377	0.221	1	MMY21940	NK	COX14
MMY21940.NK.ZNF580	0.00131017604947387	0.352840720418858	0.221	0.084	1	MMY21940	NK	ZNF580
MMY21940.NK.ATP5F1A	0.00132305641527588	0.51907043518773	0.417	0.253	1	MMY21940	NK	ATP5F1A
MMY21940.NK.CAMLG	0.00134900314401962	-0.319473960555707	0.127	0.242	1	MMY21940	NK	CAMLG
MMY21940.NK.NAGK	0.00135295083517362	0.298929163436375	0.165	0.042	1	MMY21940	NK	NAGK
MMY21940.NK.MAPK1IP1L	0.00135414146163406	0.445405386366313	0.207	0.074	1	MMY21940	NK	MAPK1IP1L
MMY21940.NK.FLOT1	0.00135633943571769	-0.355569810816582	0.082	0.179	1	MMY21940	NK	FLOT1
MMY21940.NK.CMSS1	0.00136236401354165	0.404674907525985	0.169	0.042	1	MMY21940	NK	CMSS1
MMY21940.NK.NAPA	0.00137263146192102	-0.295961414514063	0.127	0.242	1	MMY21940	NK	NAPA
MMY21940.NK.IGHG2	0.00139423585429128	13.8978492539758	0.117	0.011	1	MMY21940	NK	IGHG2
MMY21940.NK.ZNF37A	0.00140005587376898	0.477727270405176	0.133	0.021	1	MMY21940	NK	ZNF37A
MMY21940.NK.HMGB3	0.00140582329718826	0.459588269520597	0.133	0.021	1	MMY21940	NK	HMGB3
MMY21940.NK.RHOA	0.00141923190154486	-0.399869693757054	0.4	0.558	1	MMY21940	NK	RHOA
MMY21940.NK.SLC7A1	0.00146438215555753	0.352019659864375	0.116	0.011	1	MMY21940	NK	SLC7A1
MMY21940.NK.MAP3K13	0.00149474043223693	0.357494299765266	0.224	0.084	1	MMY21940	NK	MAP3K13
MMY21940.NK.GNL3	0.00150702527703017	0.457284163986087	0.249	0.105	1	MMY21940	NK	GNL3
MMY21940.NK.DUS1L	0.00153890449167546	0.345908009128236	0.221	0.084	1	MMY21940	NK	DUS1L
MMY21940.NK.IDUA	0.00154689932786281	0.343026672677252	0.115	0.011	1	MMY21940	NK	IDUA
MMY21940.NK.PHACTR4	0.00154766285691829	-0.284772677991686	0.098	0.2	1	MMY21940	NK	PHACTR4
MMY21940.NK.TCEAL4	0.0015487623652026	0.332538281741447	0.115	0.011	1	MMY21940	NK	TCEAL4
MMY21940.NK.NCOA3	0.0015631396235076	1.40168196241044	0.304	0.168	1	MMY21940	NK	NCOA3
MMY21940.NK.GM2A	0.00158652769801485	0.265247233456082	0.132	0.021	1	MMY21940	NK	GM2A
MMY21940.NK.LMO4	0.00161410264601317	2.07828425981567	0.445	0.305	1	MMY21940	NK	LMO4
MMY21940.NK.ASNS	0.0016331135901649	0.308093088596523	0.114	0.011	1	MMY21940	NK	ASNS
MMY21940.NK.PYCR1	0.00164192758835524	0.29813635917582	0.114	0.011	1	MMY21940	NK	PYCR1
MMY21940.NK.EMC4	0.0016635240483276	0.360781559824124	0.22	0.084	1	MMY21940	NK	EMC4
MMY21940.NK.CYREN	0.00166552835344594	0.280634484809933	0.131	0.021	1	MMY21940	NK	CYREN
MMY21940.NK.UBL5	0.0016725063541316	2.89502766574565	0.695	0.589	1	MMY21940	NK	UBL5
MMY21940.NK.POLR2H	0.00167596756837607	0.36156208512138	0.217	0.084	1	MMY21940	NK	POLR2H
MMY21940.NK.MRPL51	0.00169766051759632	0.411618653090009	0.37	0.221	1	MMY21940	NK	MRPL51
MMY21940.NK.MRPL20	0.00170283358121957	1.83501923201158	0.452	0.316	1	MMY21940	NK	MRPL20
MMY21940.NK.PLP2	0.0017249532145074	0.358874877623446	0.205	0.074	1	MMY21940	NK	PLP2
MMY21940.NK.BTF3L4	0.001731550320777	0.273012380322019	0.211	0.074	1	MMY21940	NK	BTF3L4
MMY21940.NK.ETFB	0.00173407116537447	0.442606629653294	0.229	0.095	1	MMY21940	NK	ETFB
MMY21940.NK.PAK2	0.00174295366190754	-0.591343770335337	0.242	0.389	1	MMY21940	NK	PAK2
MMY21940.NK.MRPL24	0.0017492297837804	0.386375523910974	0.23	0.095	1	MMY21940	NK	MRPL24
MMY21940.NK.DCAF7	0.00175624398604571	-0.256345642629896	0.091	0.189	1	MMY21940	NK	DCAF7
MMY21940.NK.GRN	0.00175745167671921	0.284480980600989	0.13	0.021	1	MMY21940	NK	GRN
MMY21940.NK.CTSD	0.00177194705333232	-0.356667440616916	0.247	0.389	1	MMY21940	NK	CTSD
MMY21940.NK.MAT2B	0.00179844734325956	-0.594876162940841	0.141	0.253	1	MMY21940	NK	MAT2B
MMY21940.NK.RPL38	0.00180776731884889	18.4945144164373	0.916	0.916	1	MMY21940	NK	RPL38
MMY21940.NK.WARS	0.00180800390393511	0.644039367146404	0.112	0.011	1	MMY21940	NK	WARS
MMY21940.NK.MPPE1	0.0018111815765657	-0.29052136607369	0.064	0.147	1	MMY21940	NK	MPPE1
MMY21940.NK.ATP5F1D	0.00182254327640676	1.90369522044287	0.593	0.495	1	MMY21940	NK	ATP5F1D
MMY21940.NK.KRTCAP2	0.00182779891231841	1.27919751070771	0.394	0.253	1	MMY21940	NK	KRTCAP2
MMY21940.NK.SMC4	0.00182944233000014	0.725724626301896	0.189	0.063	1	MMY21940	NK	SMC4
MMY21940.NK.TAPBP	0.00183389811997445	0.463166892680765	0.401	0.558	1	MMY21940	NK	TAPBP
MMY21940.NK.SEPT9	0.00183402009566774	-0.349468264429807	0.162	0.284	1	MMY21940	NK	SEPT9
MMY21940.NK.MCUR1	0.00183835945111865	0.347572850183495	0.145	0.032	1	MMY21940	NK	MCUR1
MMY21940.NK.CD63	0.00185204748768293	0.621235401483352	0.46	0.621	1	MMY21940	NK	CD63
MMY21940.NK.DOCK2	0.00186865748164571	-0.605747004054018	0.108	0.211	1	MMY21940	NK	DOCK2
MMY21940.NK.NEU1	0.00187372269973967	0.393363465718141	0.16	0.042	1	MMY21940	NK	NEU1
MMY21940.NK.P4HB	0.00194578158118097	1.25782242378095	0.554	0.421	1	MMY21940	NK	P4HB
MMY21940.NK.SSBP1	0.00197925254585559	1.97557784799507	0.49	0.347	1	MMY21940	NK	SSBP1
MMY21940.NK.CCDC50	0.00199086209574945	0.449757308829348	0.158	0.042	1	MMY21940	NK	CCDC50
MMY21940.NK.LAPTM4A	0.00199180069615769	0.545758431164792	0.286	0.147	1	MMY21940	NK	LAPTM4A
MMY21940.NK.GAB1	0.00200166072796493	0.580243680242252	0.158	0.042	1	MMY21940	NK	GAB1
MMY21940.NK.PCMTD1	0.00200395481154498	0.882738830604754	0.376	0.232	1	MMY21940	NK	PCMTD1
MMY21940.NK.TAF4B	0.0020132050845683	0.266851619440851	0.111	0.011	1	MMY21940	NK	TAF4B
MMY21940.NK.MIR193BHG	0.00201435758675974	0.319396549667078	0.111	0.011	1	MMY21940	NK	MIR193BHG
MMY21940.NK.ADIPOR1	0.00201983377381047	0.272406936441957	0.176	0.053	1	MMY21940	NK	ADIPOR1
MMY21940.NK.ATP6AP1	0.00203424235942145	0.399614838856371	0.252	0.116	1	MMY21940	NK	ATP6AP1
MMY21940.NK.KDELR2	0.00203621830194144	1.36963604267988	0.429	0.295	1	MMY21940	NK	KDELR2
MMY21940.NK.FCHSD2	0.00204383908571725	0.360312842893399	0.143	0.032	1	MMY21940	NK	FCHSD2
MMY21940.NK.NOP10	0.00204911919459457	0.911043382290675	0.376	0.242	1	MMY21940	NK	NOP10
MMY21940.NK.MEI1	0.00205459325141258	0.357021120552577	0.189	0.063	1	MMY21940	NK	MEI1
MMY21940.NK.GLRX	0.00205516602819519	-0.253882560218127	0.13	0.242	1	MMY21940	NK	GLRX
MMY21940.NK.BCL2L11	0.00209280228334349	0.334989074145563	0.129	0.021	1	MMY21940	NK	BCL2L11
MMY21940.NK.NUCB2	0.0021054528969987	1.15835527015834	0.305	0.158	1	MMY21940	NK	NUCB2
MMY21940.NK.SPATS2	0.00212444683100434	0.327867713151499	0.158	0.042	1	MMY21940	NK	SPATS2
MMY21940.NK.MTHFD2	0.00214125805653268	5.85455852128364	0.157	0.042	1	MMY21940	NK	MTHFD2
MMY21940.NK.EIF3J	0.00215820151513877	2.01272288790738	0.41	0.263	1	MMY21940	NK	EIF3J
MMY21940.NK.LRRK1	0.00216570565168326	0.465328549020783	0.127	0.021	1	MMY21940	NK	LRRK1
MMY21940.NK.CNPPD1	0.00218310870328973	0.27857933272517	0.142	0.032	1	MMY21940	NK	CNPPD1
MMY21940.NK.PFDN4	0.0022003376565975	-0.469626014703007	0.092	0.189	1	MMY21940	NK	PFDN4
MMY21940.NK.VEGFA	0.00220696413378577	10.8629831553738	0.142	0.032	1	MMY21940	NK	VEGFA
MMY21940.NK.TMEM106B	0.00221069084073859	0.392614917002719	0.158	0.042	1	MMY21940	NK	TMEM106B
MMY21940.NK.PHKG1	0.00224565039660519	0.313087331920122	0.146	0.032	1	MMY21940	NK	PHKG1
MMY21940.NK.MRPS26	0.0022479729556366	0.529494246188667	0.261	0.126	1	MMY21940	NK	MRPS26
MMY21940.NK.TMEM205	0.00226782639488648	0.364340062067664	0.231	0.095	1	MMY21940	NK	TMEM205
MMY21940.NK.SF3B5	0.00227714054604981	1.17010678692062	0.438	0.284	1	MMY21940	NK	SF3B5
MMY21940.NK.TOMM20	0.00232165882077481	2.43532890939731	0.478	0.337	1	MMY21940	NK	TOMM20
MMY21940.NK.PPP1R15B	0.00233061016072061	0.573445224462324	0.198	0.074	1	MMY21940	NK	PPP1R15B
MMY21940.NK.SNHG9	0.0024574327531707	1.17173508843996	0.481	0.368	1	MMY21940	NK	SNHG9
MMY21940.NK.TMEM19	0.00248311663642278	0.393284991718003	0.187	0.063	1	MMY21940	NK	TMEM19
MMY21940.NK.PDLIM1	0.00248533140975372	0.629531699491608	0.155	0.042	1	MMY21940	NK	PDLIM1
MMY21940.NK.USP6NL	0.00248548795443905	0.270237671469555	0.107	0.011	1	MMY21940	NK	USP6NL
MMY21940.NK.KIF2A	0.00248730178420108	-0.393479791487732	0.118	0.221	1	MMY21940	NK	KIF2A
MMY21940.NK.HNRNPA2B1	0.0024888529771824	23.6317067093824	0.678	0.842	1	MMY21940	NK	HNRNPA2B1
MMY21940.NK.ACAT1	0.00249213334042373	0.294478148073467	0.204	0.074	1	MMY21940	NK	ACAT1
MMY21940.NK.FAM208A	0.00254245133247986	-0.507990852559352	0.101	0.2	1	MMY21940	NK	FAM208A
MMY21940.NK.PDS5B	0.0025498458371202	-0.446142839169143	0.101	0.2	1	MMY21940	NK	PDS5B
MMY21940.NK.HINT2	0.0025533898818578	0.371892351734613	0.238	0.105	1	MMY21940	NK	HINT2
MMY21940.NK.MZT2A	0.00260578460300586	0.524835785432692	0.375	0.221	1	MMY21940	NK	MZT2A
MMY21940.NK.RPL24	0.00261850273355525	10.4838657211946	0.909	0.947	1	MMY21940	NK	RPL24
MMY21940.NK.CSAG1	0.00262121515657998	0.251655543684892	0.106	0.011	1	MMY21940	NK	CSAG1
MMY21940.NK.DDX6	0.00264561441468099	0.509072121242566	0.334	0.495	1	MMY21940	NK	DDX6
MMY21940.NK.GNG5	0.00267282695194328	2.57773580700516	0.502	0.4	1	MMY21940	NK	GNG5
MMY21940.NK.PARK7	0.0027178630874345	0.428413416950956	0.493	0.379	1	MMY21940	NK	PARK7
MMY21940.NK.TRMT13	0.00276930780470693	0.408169065465327	0.138	0.032	1	MMY21940	NK	TRMT13
MMY21940.NK.GPX4	0.00279180153581373	2.09373506670482	0.486	0.358	1	MMY21940	NK	GPX4
MMY21940.NK.AURKAIP1	0.0027965963463935	0.764875271895936	0.415	0.263	1	MMY21940	NK	AURKAIP1
MMY21940.NK.USP14	0.0028075579208392	0.259298013252333	0.122	0.021	1	MMY21940	NK	USP14
MMY21940.NK.MRTO4	0.0028318917161525	0.34754046716925	0.138	0.032	1	MMY21940	NK	MRTO4
MMY21940.NK.MRPL17	0.00287940240388681	0.263767637218448	0.184	0.063	1	MMY21940	NK	MRPL17
MMY21940.NK.MDK	0.00288186302378888	0.508763726559087	0.105	0.011	1	MMY21940	NK	MDK
MMY21940.NK.SH2B2	0.00288953397395331	0.263035294804218	0.105	0.011	1	MMY21940	NK	SH2B2
MMY21940.NK.NXPE3	0.00291064514732408	0.583438720319064	0.199	0.074	1	MMY21940	NK	NXPE3
MMY21940.NK.TMED4	0.0029155175975155	0.584839496624227	0.381	0.242	1	MMY21940	NK	TMED4
MMY21940.NK.MCUB	0.00293071723636208	-0.878753737443935	0.065	0.147	1	MMY21940	NK	MCUB
MMY21940.NK.NDUFA13	0.00298266193561687	1.62732513347959	0.557	0.453	1	MMY21940	NK	NDUFA13
MMY21940.NK.MBNL2	0.00305667070096694	0.541758429343958	0.195	0.074	1	MMY21940	NK	MBNL2
MMY21940.NK.QKI	0.00305761203200827	-0.383830927354337	0.164	0.284	1	MMY21940	NK	QKI
MMY21940.NK.TLE3	0.00308773640208668	0.335222932646827	0.137	0.032	1	MMY21940	NK	TLE3
MMY21940.NK.SMIM4	0.00309858500800103	0.464385721465457	0.235	0.105	1	MMY21940	NK	SMIM4
MMY21940.NK.LARP4	0.0031178591976556	0.25169046417411	0.156	0.042	1	MMY21940	NK	LARP4
MMY21940.NK.MGAT2	0.00313424831392436	0.348427363802962	0.121	0.021	1	MMY21940	NK	MGAT2
MMY21940.NK.FIS1	0.00314114506037059	1.01510807328649	0.433	0.316	1	MMY21940	NK	FIS1
MMY21940.NK.GOLGA8A	0.00317654156108635	1.38933774547885	0.136	0.032	1	MMY21940	NK	GOLGA8A
MMY21940.NK.MCL1	0.00317928374135644	29.3548869831918	0.376	0.263	1	MMY21940	NK	MCL1
MMY21940.NK.MTDH	0.00321991450710216	3.44821265958208	0.47	0.347	1	MMY21940	NK	MTDH
MMY21940.NK.OSBPL10	0.00322498118770436	0.404045341557024	0.168	0.053	1	MMY21940	NK	OSBPL10
MMY21940.NK.SMDT1	0.0033222824034316	1.07939501904759	0.429	0.316	1	MMY21940	NK	SMDT1
MMY21940.NK.MOB1A	0.00332848525821726	-0.463346207006727	0.226	0.347	1	MMY21940	NK	MOB1A
MMY21940.NK.CCDC88A	0.00340855635914452	0.724802719642513	0.156	0.042	1	MMY21940	NK	CCDC88A
MMY21940.NK.C16orf74	0.00344161627557835	0.428842070417742	0.153	0.042	1	MMY21940	NK	C16orf74
MMY21940.NK.GOSR2	0.00345549200935546	0.312168280962678	0.15	0.042	1	MMY21940	NK	GOSR2
MMY21940.NK.LMNA	0.00348082005209727	1.10570128510741	0.134	0.032	1	MMY21940	NK	LMNA
MMY21940.NK.CYTOR	0.00350963700773592	23.3200708052855	0.369	0.232	1	MMY21940	NK	CYTOR
MMY21940.NK.AL360012.1	0.00350988848593026	3.43003734722183	0.166	0.053	1	MMY21940	NK	AL360012.1
MMY21940.NK.CLNS1A	0.00357530858438304	0.274472373331503	0.208	0.084	1	MMY21940	NK	CLNS1A
MMY21940.NK.OS9	0.00360272988145822	0.253461741176815	0.224	0.095	1	MMY21940	NK	OS9
MMY21940.NK.SIPA1L3	0.00360893591756337	0.282997805229562	0.166	0.053	1	MMY21940	NK	SIPA1L3
MMY21940.NK.USP3	0.00368830336903342	0.475791012129264	0.215	0.095	1	MMY21940	NK	USP3
MMY21940.NK.RABGAP1L	0.00371449975551703	-0.349460920428567	0.106	0.2	1	MMY21940	NK	RABGAP1L
MMY21940.NK.NCL	0.00371528168912543	1.82004053448102	0.503	0.684	1	MMY21940	NK	NCL
MMY21940.NK.SELENOP	0.00374367311431152	0.362852092632882	0.101	0.011	1	MMY21940	NK	SELENOP
MMY21940.NK.FAM117A	0.00380074089428238	-0.385373353559512	0.054	0.126	1	MMY21940	NK	FAM117A
MMY21940.NK.ABHD14B	0.00385093303657363	0.259827839700971	0.117	0.021	1	MMY21940	NK	ABHD14B
MMY21940.NK.RELB	0.00385093337390082	0.281130252265369	0.117	0.021	1	MMY21940	NK	RELB
MMY21940.NK.PDCD10	0.00401462891415126	-0.516732883690504	0.155	0.263	1	MMY21940	NK	PDCD10
MMY21940.NK.ZCRB1	0.00401852684143976	0.513924911646365	0.191	0.074	1	MMY21940	NK	ZCRB1
MMY21940.NK.TNIP1	0.00403482994873121	-0.284820930778148	0.075	0.158	1	MMY21940	NK	TNIP1
MMY21940.NK.TRIM27	0.00404268415775513	0.273800219464654	0.132	0.032	1	MMY21940	NK	TRIM27
MMY21940.NK.UBE2G2	0.00405582430023516	1.33678754711811	0.317	0.179	1	MMY21940	NK	UBE2G2
MMY21940.NK.NEAT1	0.00406791678245676	108.144348241689	0.526	0.863	1	MMY21940	NK	NEAT1
